ClientName,OwnerRepo,CommitSha,LibraryOld,LibraryNew,Match Results,Time,GitHubRepo,NumberOfMatchedMethods,Number of Times the Library is Used in the Client
v20-3.0.25,oanda/v20-java,833f6a075a36ee262ad952292365f3fecd730d7c,gson-2.8.2,gson-2.13.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/gson-2.8.2#gson-2.13.1#v20-3.0.25.json,2025-08-15 04:51:35.989224,github.com/oanda/v20-java,20,129
v20-3.0.25,oanda/v20-java,833f6a075a36ee262ad952292365f3fecd730d7c,httpcore-4.4.6,httpcore-4.4.16,github.com/vinayaksh42/UncheckedException/tree/main/Match/httpcore-4.4.6#httpcore-4.4.16#v20-3.0.25.json,2025-08-15 04:51:46.577457,github.com/oanda/v20-java,2,6
cyclonedx-maven-plugin-2.9.2-SNAPSHOT,CycloneDX/cyclonedx-maven-plugin,583ffc801471f1c57bb8573807d1e842b8fffe1d,maven-resolver-api-1.6.3,maven-resolver-api-2.0.9,github.com/vinayaksh42/UncheckedException/tree/main/Match/maven-resolver-api-1.6.3#maven-resolver-api-2.0.9#cyclonedx-maven-plugin-2.9.2-SNAPSHOT.json,2025-08-15 04:52:53.602475,github.com/CycloneDX/cyclonedx-maven-plugin,0,40
cyclonedx-maven-plugin-2.9.2-SNAPSHOT,CycloneDX/cyclonedx-maven-plugin,583ffc801471f1c57bb8573807d1e842b8fffe1d,maven-dependency-analyzer-1.14.1,maven-dependency-analyzer-1.16.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/maven-dependency-analyzer-1.14.1#maven-dependency-analyzer-1.16.0#cyclonedx-maven-plugin-2.9.2-SNAPSHOT.json,2025-08-15 04:53:02.217606,github.com/CycloneDX/cyclonedx-maven-plugin,0,5
cyclonedx-maven-plugin-2.9.2-SNAPSHOT,CycloneDX/cyclonedx-maven-plugin,583ffc801471f1c57bb8573807d1e842b8fffe1d,plexus-utils-3.3.1,plexus-utils-3.6.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/plexus-utils-3.3.1#plexus-utils-3.6.0#cyclonedx-maven-plugin-2.9.2-SNAPSHOT.json,2025-08-15 04:53:04.517532,github.com/CycloneDX/cyclonedx-maven-plugin,0,4
cyclonedx-maven-plugin-2.9.2-SNAPSHOT,CycloneDX/cyclonedx-maven-plugin,583ffc801471f1c57bb8573807d1e842b8fffe1d,maven-resolver-util-1.6.3,maven-resolver-util-2.0.9,github.com/vinayaksh42/UncheckedException/tree/main/Match/maven-resolver-util-1.6.3#maven-resolver-util-2.0.9#cyclonedx-maven-plugin-2.9.2-SNAPSHOT.json,2025-08-15 04:53:10.676827,github.com/CycloneDX/cyclonedx-maven-plugin,0,1
cyclonedx-maven-plugin-2.9.2-SNAPSHOT,CycloneDX/cyclonedx-maven-plugin,583ffc801471f1c57bb8573807d1e842b8fffe1d,commons-lang3-3.17.0,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.17.0#commons-lang3-3.18.0#cyclonedx-maven-plugin-2.9.2-SNAPSHOT.json,2025-08-15 04:53:13.791384,github.com/CycloneDX/cyclonedx-maven-plugin,0,1
efoodtore-1.0-SNAPSHOT,OliviaLiyuanWei/Foodtastic-e-foodstore-website,b7db32a952bfab962cb6f0645834962196098db1,hibernate-core-4.0.1.Final,hibernate-core-7.1.0.Final,github.com/vinayaksh42/UncheckedException/tree/main/Match/hibernate-core-4.0.1.Final#hibernate-core-7.1.0.Final#efoodtore-1.0-SNAPSHOT.json,2025-08-15 05:10:00.500908,github.com/OliviaLiyuanWei/Foodtastic-e-foodstore-website,0,48
sailthru-java-client-2.4.2-SNAPSHOT,sailthru/sailthru-java-client,956922200886b753c57587d59900ce4e740ae775,gson-2.8.6,gson-2.13.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/gson-2.8.6#gson-2.13.1#sailthru-java-client-2.4.2-SNAPSHOT.json,2025-08-15 05:13:04.815746,github.com/sailthru/sailthru-java-client,3,66
sailthru-java-client-2.4.2-SNAPSHOT,sailthru/sailthru-java-client,956922200886b753c57587d59900ce4e740ae775,httpclient-4.5.12,httpclient-4.5.14,github.com/vinayaksh42/UncheckedException/tree/main/Match/httpclient-4.5.12#httpclient-4.5.14#sailthru-java-client-2.4.2-SNAPSHOT.json,2025-08-15 05:13:11.036604,github.com/sailthru/sailthru-java-client,0,18
sailthru-java-client-2.4.2-SNAPSHOT,sailthru/sailthru-java-client,956922200886b753c57587d59900ce4e740ae775,httpmime-4.5.12,httpmime-4.5.14,github.com/vinayaksh42/UncheckedException/tree/main/Match/httpmime-4.5.12#httpmime-4.5.14#sailthru-java-client-2.4.2-SNAPSHOT.json,2025-08-15 05:13:16.369523,github.com/sailthru/sailthru-java-client,0,5
sailthru-java-client-2.4.2-SNAPSHOT,sailthru/sailthru-java-client,956922200886b753c57587d59900ce4e740ae775,httpcore-4.4.13,httpcore-4.4.16,github.com/vinayaksh42/UncheckedException/tree/main/Match/httpcore-4.4.13#httpcore-4.4.16#sailthru-java-client-2.4.2-SNAPSHOT.json,2025-08-15 05:13:43.810492,github.com/sailthru/sailthru-java-client,0,16
aws-sample-1.0-SNAPSHOT,wazcov/AWS-Java-Samples,0bed7a44a3a48d35dae6c369450df3f3cfde69be,s3-2.5.25,s3-2.32.22,github.com/vinayaksh42/UncheckedException/tree/main/Match/s3-2.5.25#s3-2.32.22#aws-sample-1.0-SNAPSHOT.json,2025-08-15 05:14:20.561901,github.com/wazcov/AWS-Java-Samples,0,20
aws-sample-1.0-SNAPSHOT,wazcov/AWS-Java-Samples,0bed7a44a3a48d35dae6c369450df3f3cfde69be,aws-java-sdk-sns-1.11.327,aws-java-sdk-sns-1.12.788,github.com/vinayaksh42/UncheckedException/tree/main/Match/aws-java-sdk-sns-1.11.327#aws-java-sdk-sns-1.12.788#aws-sample-1.0-SNAPSHOT.json,2025-08-15 05:14:27.733019,github.com/wazcov/AWS-Java-Samples,0,12
aws-sample-1.0-SNAPSHOT,wazcov/AWS-Java-Samples,0bed7a44a3a48d35dae6c369450df3f3cfde69be,aws-java-sdk-core-1.11.534,aws-java-sdk-core-1.12.788,github.com/vinayaksh42/UncheckedException/tree/main/Match/aws-java-sdk-core-1.11.534#aws-java-sdk-core-1.12.788#aws-sample-1.0-SNAPSHOT.json,2025-08-15 05:14:40.687359,github.com/wazcov/AWS-Java-Samples,1,9
aws-sample-1.0-SNAPSHOT,wazcov/AWS-Java-Samples,0bed7a44a3a48d35dae6c369450df3f3cfde69be,aws-java-sdk-s3-1.11.534,aws-java-sdk-s3-1.12.788,github.com/vinayaksh42/UncheckedException/tree/main/Match/aws-java-sdk-s3-1.11.534#aws-java-sdk-s3-1.12.788#aws-sample-1.0-SNAPSHOT.json,2025-08-15 05:14:42.450246,github.com/wazcov/AWS-Java-Samples,0,9
aws-sample-1.0-SNAPSHOT,wazcov/AWS-Java-Samples,0bed7a44a3a48d35dae6c369450df3f3cfde69be,sdk-core-2.5.25,sdk-core-2.32.22,github.com/vinayaksh42/UncheckedException/tree/main/Match/sdk-core-2.5.25#sdk-core-2.32.22#aws-sample-1.0-SNAPSHOT.json,2025-08-15 05:14:49.891985,github.com/wazcov/AWS-Java-Samples,0,2
aws-sample-1.0-SNAPSHOT,wazcov/AWS-Java-Samples,0bed7a44a3a48d35dae6c369450df3f3cfde69be,auth-2.5.25,auth-2.32.22,github.com/vinayaksh42/UncheckedException/tree/main/Match/auth-2.5.25#auth-2.32.22#aws-sample-1.0-SNAPSHOT.json,2025-08-15 05:14:54.156038,github.com/wazcov/AWS-Java-Samples,0,3
aws-sample-1.0-SNAPSHOT,wazcov/AWS-Java-Samples,0bed7a44a3a48d35dae6c369450df3f3cfde69be,aws-java-sdk-rds-1.11.327,aws-java-sdk-rds-1.12.788,github.com/vinayaksh42/UncheckedException/tree/main/Match/aws-java-sdk-rds-1.11.327#aws-java-sdk-rds-1.12.788#aws-sample-1.0-SNAPSHOT.json,2025-08-15 05:14:56.205399,github.com/wazcov/AWS-Java-Samples,0,21
aws-sample-1.0-SNAPSHOT,wazcov/AWS-Java-Samples,0bed7a44a3a48d35dae6c369450df3f3cfde69be,aws-java-sdk-sqs-1.11.106,aws-java-sdk-sqs-1.12.788,github.com/vinayaksh42/UncheckedException/tree/main/Match/aws-java-sdk-sqs-1.11.106#aws-java-sdk-sqs-1.12.788#aws-sample-1.0-SNAPSHOT.json,2025-08-15 05:14:58.486874,github.com/wazcov/AWS-Java-Samples,0,1
aws-sample-1.0-SNAPSHOT,wazcov/AWS-Java-Samples,0bed7a44a3a48d35dae6c369450df3f3cfde69be,aws-java-sdk-ses-1.11.327,aws-java-sdk-ses-1.12.788,github.com/vinayaksh42/UncheckedException/tree/main/Match/aws-java-sdk-ses-1.11.327#aws-java-sdk-ses-1.12.788#aws-sample-1.0-SNAPSHOT.json,2025-08-15 05:15:05.321155,github.com/wazcov/AWS-Java-Samples,0,24
aws-sample-1.0-SNAPSHOT,wazcov/AWS-Java-Samples,0bed7a44a3a48d35dae6c369450df3f3cfde69be,secretsmanager-2.5.25,secretsmanager-2.32.22,github.com/vinayaksh42/UncheckedException/tree/main/Match/secretsmanager-2.5.25#secretsmanager-2.32.22#aws-sample-1.0-SNAPSHOT.json,2025-08-15 05:15:14.051973,github.com/wazcov/AWS-Java-Samples,0,21
aws-sample-1.0-SNAPSHOT,wazcov/AWS-Java-Samples,0bed7a44a3a48d35dae6c369450df3f3cfde69be,aws-java-sdk-secretsmanager-1.11.327,aws-java-sdk-secretsmanager-1.12.788,github.com/vinayaksh42/UncheckedException/tree/main/Match/aws-java-sdk-secretsmanager-1.11.327#aws-java-sdk-secretsmanager-1.12.788#aws-sample-1.0-SNAPSHOT.json,2025-08-15 05:15:15.427482,github.com/wazcov/AWS-Java-Samples,0,21
aws-sample-1.0-SNAPSHOT,wazcov/AWS-Java-Samples,0bed7a44a3a48d35dae6c369450df3f3cfde69be,postgresql-42.2.5,postgresql-42.7.7,github.com/vinayaksh42/UncheckedException/tree/main/Match/postgresql-42.2.5#postgresql-42.7.7#aws-sample-1.0-SNAPSHOT.json,2025-08-15 05:15:20.071631,github.com/wazcov/AWS-Java-Samples,0,1
aws-sample-1.0-SNAPSHOT,wazcov/AWS-Java-Samples,0bed7a44a3a48d35dae6c369450df3f3cfde69be,amazon-sqs-java-messaging-lib-1.0.4,amazon-sqs-java-messaging-lib-2.1.4,github.com/vinayaksh42/UncheckedException/tree/main/Match/amazon-sqs-java-messaging-lib-1.0.4#amazon-sqs-java-messaging-lib-2.1.4#aws-sample-1.0-SNAPSHOT.json,2025-08-15 05:15:25.267871,github.com/wazcov/AWS-Java-Samples,0,6
android-facebook-1.6,casidiablo/android-facebook,222289fa9892dba15eb98ec220dfd5e3fd0ae32b,json-20080701,json-20250517,github.com/vinayaksh42/UncheckedException/tree/main/Match/json-20080701#json-20250517#android-facebook-1.6.json,2025-08-15 05:15:45.922362,github.com/casidiablo/android-facebook,9,15
android-facebook-1.6,casidiablo/android-facebook,222289fa9892dba15eb98ec220dfd5e3fd0ae32b,android-1.6_r2,android-4.1.1.4,github.com/vinayaksh42/UncheckedException/tree/main/Match/android-1.6_r2#android-4.1.1.4#android-facebook-1.6.json,2025-08-15 05:17:23.349548,github.com/casidiablo/android-facebook,77,154
SimpleTomcat-3.0,Geoffrey-Yip/SimpleTomcat,a509a6f40574c35378634299c87821d001c73b4b,javax.servlet-api-3.0.1,javax.servlet-api-4.0.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/javax.servlet-api-3.0.1#javax.servlet-api-4.0.1#SimpleTomcat-3.0.json,2025-08-15 05:34:25.091516,github.com/Geoffrey-Yip/SimpleTomcat,1,7
flume-ng-failover-appender-0.0.1-SNAPSHOT,EdwardsBean/flume-failover-log4j-appender,cd169d539030be14c60d0c22154c94b5d6b4755d,log4j-1.2.16,log4j-1.2.17,github.com/vinayaksh42/UncheckedException/tree/main/Match/log4j-1.2.16#log4j-1.2.17#flume-ng-failover-appender-0.0.1-SNAPSHOT.json,2025-08-15 05:51:41.848131,github.com/EdwardsBean/flume-failover-log4j-appender,2,5
flume-ng-failover-appender-0.0.1-SNAPSHOT,EdwardsBean/flume-failover-log4j-appender,cd169d539030be14c60d0c22154c94b5d6b4755d,flume-ng-log4jappender-1.4.0,flume-ng-log4jappender-1.11.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/flume-ng-log4jappender-1.4.0#flume-ng-log4jappender-1.11.0#flume-ng-failover-appender-0.0.1-SNAPSHOT.json,2025-08-15 05:51:47.745760,github.com/EdwardsBean/flume-failover-log4j-appender,0,2
flume-ng-failover-appender-0.0.1-SNAPSHOT,EdwardsBean/flume-failover-log4j-appender,cd169d539030be14c60d0c22154c94b5d6b4755d,flume-ng-sdk-1.4.0,flume-ng-sdk-1.11.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/flume-ng-sdk-1.4.0#flume-ng-sdk-1.11.0#flume-ng-failover-appender-0.0.1-SNAPSHOT.json,2025-08-15 05:52:00.891780,github.com/EdwardsBean/flume-failover-log4j-appender,1,5
flume-ng-failover-appender-0.0.1-SNAPSHOT,EdwardsBean/flume-failover-log4j-appender,cd169d539030be14c60d0c22154c94b5d6b4755d,commons-lang-2.5,commons-lang-2.6,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang-2.5#commons-lang-2.6#flume-ng-failover-appender-0.0.1-SNAPSHOT.json,2025-08-15 05:52:02.384705,github.com/EdwardsBean/flume-failover-log4j-appender,0,2
gson-deserialization-1.0-SNAPSHOT,AntonBerezin/gson-deserialization-example,ac53d32846cd9db2f1c078058bf9583cb477ea4c,gson-2.6.2,gson-2.13.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/gson-2.6.2#gson-2.13.1#gson-deserialization-1.0-SNAPSHOT.json,2025-08-15 05:52:40.874157,github.com/AntonBerezin/gson-deserialization-example,0,2
sep4j-2.0.5,chenjianjx/sep4j,847effb6d5f237286858ce52f30f255da43cd4fd,poi-3.8,poi-5.4.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/poi-3.8#poi-5.4.1#sep4j-2.0.5.json,2025-08-15 06:08:32.469901,github.com/chenjianjx/sep4j,0,48
sep4j-2.0.5,chenjianjx/sep4j,847effb6d5f237286858ce52f30f255da43cd4fd,poi-ooxml-3.8,poi-ooxml-5.4.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/poi-ooxml-3.8#poi-ooxml-5.4.1#sep4j-2.0.5.json,2025-08-15 06:08:34.924594,github.com/chenjianjx/sep4j,0,2
util-0.0.1,xjs1919/util,61f9960a32a981a535edd6c8cd10382d52889370,fastjson-1.2.25,fastjson-2.0.58,github.com/vinayaksh42/UncheckedException/tree/main/Match/fastjson-1.2.25#fastjson-2.0.58#util-0.0.1.json,2025-08-15 06:09:31.600336,github.com/xjs1919/util,0,8
util-0.0.1,xjs1919/util,61f9960a32a981a535edd6c8cd10382d52889370,poi-3.17,poi-5.4.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/poi-3.17#poi-5.4.1#util-0.0.1.json,2025-08-15 06:13:05.859859,github.com/xjs1919/util,6,33
util-0.0.1,xjs1919/util,61f9960a32a981a535edd6c8cd10382d52889370,javax.servlet-api-3.0.1,javax.servlet-api-4.0.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/javax.servlet-api-3.0.1#javax.servlet-api-4.0.1#util-0.0.1.json,2025-08-15 06:13:14.703547,github.com/xjs1919/util,1,25
util-0.0.1,xjs1919/util,61f9960a32a981a535edd6c8cd10382d52889370,snakeyaml-1.26,snakeyaml-2.4,github.com/vinayaksh42/UncheckedException/tree/main/Match/snakeyaml-1.26#snakeyaml-2.4#util-0.0.1.json,2025-08-15 06:13:28.475540,github.com/xjs1919/util,1,2
util-0.0.1,xjs1919/util,61f9960a32a981a535edd6c8cd10382d52889370,poi-ooxml-3.14,poi-ooxml-5.4.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/poi-ooxml-3.14#poi-ooxml-5.4.1#util-0.0.1.json,2025-08-15 06:13:32.057728,github.com/xjs1919/util,0,1
spring-social-naver-1.0.2,mornya/spring-social-naver,a917a9ef7de9671877dafdd8155c77eb3559078c,spring-social-security-1.1.0.RELEASE,spring-social-security-1.1.6.RELEASE,github.com/vinayaksh42/UncheckedException/tree/main/Match/spring-social-security-1.1.0.RELEASE#spring-social-security-1.1.6.RELEASE#spring-social-naver-1.0.2.json,2025-08-15 06:22:04.358175,github.com/mornya/spring-social-naver,0,1
spring-social-naver-1.0.2,mornya/spring-social-naver,a917a9ef7de9671877dafdd8155c77eb3559078c,spring-web-4.0.3.RELEASE,spring-web-4.1.8.RELEASE,github.com/vinayaksh42/UncheckedException/tree/main/Match/spring-web-4.0.3.RELEASE#spring-web-4.1.8.RELEASE#spring-social-naver-1.0.2.json,2025-08-15 06:22:11.036546,github.com/mornya/spring-social-naver,0,16
spring-social-naver-1.0.2,mornya/spring-social-naver,a917a9ef7de9671877dafdd8155c77eb3559078c,spring-beans-4.0.3.RELEASE,spring-beans-4.1.8.RELEASE,github.com/vinayaksh42/UncheckedException/tree/main/Match/spring-beans-4.0.3.RELEASE#spring-beans-4.1.8.RELEASE#spring-social-naver-1.0.2.json,2025-08-15 06:22:18.142092,github.com/mornya/spring-social-naver,0,3
spring-social-naver-1.0.2,mornya/spring-social-naver,a917a9ef7de9671877dafdd8155c77eb3559078c,spring-core-3.2.8.RELEASE,spring-core-4.1.8.RELEASE,github.com/vinayaksh42/UncheckedException/tree/main/Match/spring-core-3.2.8.RELEASE#spring-core-4.1.8.RELEASE#spring-social-naver-1.0.2.json,2025-08-15 06:22:19.835943,github.com/mornya/spring-social-naver,0,1
spring-social-naver-1.0.2,mornya/spring-social-naver,a917a9ef7de9671877dafdd8155c77eb3559078c,spring-social-config-1.1.0.RELEASE,spring-social-config-1.1.6.RELEASE,github.com/vinayaksh42/UncheckedException/tree/main/Match/spring-social-config-1.1.0.RELEASE#spring-social-config-1.1.6.RELEASE#spring-social-naver-1.0.2.json,2025-08-15 06:22:25.638784,github.com/mornya/spring-social-naver,0,2
spring-social-naver-1.0.2,mornya/spring-social-naver,a917a9ef7de9671877dafdd8155c77eb3559078c,spring-social-core-1.1.0.RELEASE,spring-social-core-1.1.6.RELEASE,github.com/vinayaksh42/UncheckedException/tree/main/Match/spring-social-core-1.1.0.RELEASE#spring-social-core-1.1.6.RELEASE#spring-social-naver-1.0.2.json,2025-08-15 06:22:36.445754,github.com/mornya/spring-social-naver,1,28
paymill-java-5.1.7-SNAPSHOT,paymill/paymill-java,17281a0d4376c76f1711af9f09bfc138c90ba65a,commons-lang3-3.4,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.4#commons-lang3-3.18.0#paymill-java-5.1.7-SNAPSHOT.json,2025-08-15 06:24:12.782241,github.com/paymill/paymill-java,0,44
paymill-java-5.1.7-SNAPSHOT,paymill/paymill-java,17281a0d4376c76f1711af9f09bfc138c90ba65a,commons-beanutils-1.9.2,commons-beanutils-1.11.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-beanutils-1.9.2#commons-beanutils-1.11.0#paymill-java-5.1.7-SNAPSHOT.json,2025-08-15 06:30:13.117168,github.com/paymill/paymill-java,3,3
netty-rest-0.110-SNAPSHOT,buremba/netty-rest,18e72b8825ac9874da2de70246381a4f50491e64,javax.ws.rs-api-2.0.1,javax.ws.rs-api-2.1.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/javax.ws.rs-api-2.0.1#javax.ws.rs-api-2.1.1#netty-rest-0.110-SNAPSHOT.json,2025-08-15 06:31:41.117589,github.com/buremba/netty-rest,0,12
netty-rest-0.110-SNAPSHOT,buremba/netty-rest,18e72b8825ac9874da2de70246381a4f50491e64,paranamer-2.8,paranamer-2.8.3,github.com/vinayaksh42/UncheckedException/tree/main/Match/paranamer-2.8#paranamer-2.8.3#netty-rest-0.110-SNAPSHOT.json,2025-08-15 06:37:24.262338,github.com/buremba/netty-rest,1,2
ByteCart-3.2.1,catageek/ByteCart,ff0c3da55cd6d9987aabad54623001c476f82369,gson-2.5,gson-2.13.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/gson-2.5#gson-2.13.1#ByteCart-3.2.1.json,2025-08-15 06:37:46.899494,github.com/catageek/ByteCart,0,9
MavenProject-0.0.1-SNAPSHOT,SangaviGopalakrishnan/AutomatedTestcases,,selenium-chrome-driver-3.141.59,selenium-chrome-driver-4.35.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/selenium-chrome-driver-3.141.59#selenium-chrome-driver-4.35.0#MavenProject-0.0.1-SNAPSHOT.json,2025-08-15 06:39:06.810398,github.com/SangaviGopalakrishnan/AutomatedTestcases,0,1
MavenProject-0.0.1-SNAPSHOT,SangaviGopalakrishnan/AutomatedTestcases,,selenium-support-3.141.59,selenium-support-4.35.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/selenium-support-3.141.59#selenium-support-4.35.0#MavenProject-0.0.1-SNAPSHOT.json,2025-08-15 06:39:13.132068,github.com/SangaviGopalakrishnan/AutomatedTestcases,0,22
MavenProject-0.0.1-SNAPSHOT,SangaviGopalakrishnan/AutomatedTestcases,,testng-6.9.10,testng-7.11.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/testng-6.9.10#testng-7.11.0#MavenProject-0.0.1-SNAPSHOT.json,2025-08-15 06:39:27.269430,github.com/SangaviGopalakrishnan/AutomatedTestcases,4,4
MavenProject-0.0.1-SNAPSHOT,SangaviGopalakrishnan/AutomatedTestcases,,selenium-api-3.141.59,selenium-api-4.35.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/selenium-api-3.141.59#selenium-api-4.35.0#MavenProject-0.0.1-SNAPSHOT.json,2025-08-15 06:39:40.146289,github.com/SangaviGopalakrishnan/AutomatedTestcases,24,120
easy-rpc-1.0.0-RELEASE,Matrix6677/EasyRpc,b1023f96c31880ae46310f5f3f5cca77a65b0533,commons-lang3-3.9,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.9#commons-lang3-3.18.0#easy-rpc-1.0.0-RELEASE.json,2025-08-15 06:39:54.397977,github.com/Matrix6677/EasyRpc,0,3
easy-rpc-1.0.0-RELEASE,Matrix6677/EasyRpc,b1023f96c31880ae46310f5f3f5cca77a65b0533,protostuff-runtime-1.6.2,protostuff-runtime-1.8.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/protostuff-runtime-1.6.2#protostuff-runtime-1.8.0#easy-rpc-1.0.0-RELEASE.json,2025-08-15 06:40:04.091143,github.com/Matrix6677/EasyRpc,4,4
easy-rpc-1.0.0-RELEASE,Matrix6677/EasyRpc,b1023f96c31880ae46310f5f3f5cca77a65b0533,protostuff-core-1.6.2,protostuff-core-1.8.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/protostuff-core-1.6.2#protostuff-core-1.8.0#easy-rpc-1.0.0-RELEASE.json,2025-08-15 06:40:10.828895,github.com/Matrix6677/EasyRpc,0,4
easy-rpc-1.0.0-RELEASE,Matrix6677/EasyRpc,b1023f96c31880ae46310f5f3f5cca77a65b0533,protostuff-api-1.6.2,protostuff-api-1.8.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/protostuff-api-1.6.2#protostuff-api-1.8.0#easy-rpc-1.0.0-RELEASE.json,2025-08-15 06:40:13.991654,github.com/Matrix6677/EasyRpc,0,8
htmleasy-0.8-SNAPSHOT,voodoodyne/htmleasy,6623d38e1473245ea1513ed6f47d02c7c5ee87e2,resteasy-jaxrs-2.2.1.GA,resteasy-jaxrs-4.0.0.Beta5,github.com/vinayaksh42/UncheckedException/tree/main/Match/resteasy-jaxrs-2.2.1.GA#resteasy-jaxrs-4.0.0.Beta5#htmleasy-0.8-SNAPSHOT.json,2025-08-15 06:51:44.961645,github.com/voodoodyne/htmleasy,0,13
easy-captcha-1.6.2,whvcse/EasyCaptcha,f6cb6062f55704661adffe8ad571bfff7412fc52,javax.servlet-api-3.1.0,javax.servlet-api-4.0.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/javax.servlet-api-3.1.0#javax.servlet-api-4.0.1#easy-captcha-1.6.2.json,2025-08-15 06:51:54.964895,github.com/whvcse/EasyCaptcha,0,10
alltv-1.2.0,Ha2ryZhang/alltv,228ea02bbb22a8aa302f9a96d7dd1ea0534268ed,fastjson-1.2.83,fastjson-2.0.58,github.com/vinayaksh42/UncheckedException/tree/main/Match/fastjson-1.2.83#fastjson-2.0.58#alltv-1.2.0.json,2025-08-15 06:56:03.140320,github.com/Ha2ryZhang/alltv,0,90
alltv-1.2.0,Ha2ryZhang/alltv,228ea02bbb22a8aa302f9a96d7dd1ea0534268ed,commons-collections-3.2.2,commons-collections-20040616,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-collections-3.2.2#commons-collections-20040616#alltv-1.2.0.json,2025-08-15 06:56:08.806356,github.com/Ha2ryZhang/alltv,0,1
alltv-1.2.0,Ha2ryZhang/alltv,228ea02bbb22a8aa302f9a96d7dd1ea0534268ed,springfox-spring-web-2.9.2,springfox-spring-web-3.0.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/springfox-spring-web-2.9.2#springfox-spring-web-3.0.0#alltv-1.2.0.json,2025-08-15 06:56:14.259115,github.com/Ha2ryZhang/alltv,0,6
alltv-1.2.0,Ha2ryZhang/alltv,228ea02bbb22a8aa302f9a96d7dd1ea0534268ed,commons-lang3-3.5,commons-lang3-3.18.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/commons-lang3-3.5#commons-lang3-3.18.0#alltv-1.2.0.json,2025-08-15 06:56:16.207552,github.com/Ha2ryZhang/alltv,0,7
alltv-1.2.0,Ha2ryZhang/alltv,228ea02bbb22a8aa302f9a96d7dd1ea0534268ed,bcprov-jdk15on-1.58,bcprov-jdk15on-1.70,github.com/vinayaksh42/UncheckedException/tree/main/Match/bcprov-jdk15on-1.58#bcprov-jdk15on-1.70#alltv-1.2.0.json,2025-08-15 06:56:25.665136,github.com/Ha2ryZhang/alltv,1,1
alltv-1.2.0,Ha2ryZhang/alltv,228ea02bbb22a8aa302f9a96d7dd1ea0534268ed,jsoup-1.15.3,jsoup-1.21.1,github.com/vinayaksh42/UncheckedException/tree/main/Match/jsoup-1.15.3#jsoup-1.21.1#alltv-1.2.0.json,2025-08-15 06:56:32.248321,github.com/Ha2ryZhang/alltv,0,18
alltv-1.2.0,Ha2ryZhang/alltv,228ea02bbb22a8aa302f9a96d7dd1ea0534268ed,springfox-core-2.9.2,springfox-core-3.0.0,github.com/vinayaksh42/UncheckedException/tree/main/Match/springfox-core-2.9.2#springfox-core-3.0.0#alltv-1.2.0.json,2025-08-15 06:56:36.669659,github.com/Ha2ryZhang/alltv,0,10
FastRegex-1.0,log4leo/FastRegex,56df46342e6d76834acfa5b70766b186ffd42f1d,junit-4.11,junit-4.13.2,github.com/vinayaksh42/UncheckedException/tree/main/Match/junit-4.11#junit-4.13.2#FastRegex-1.0.json,2025-08-15 07:02:53.533294,github.com/log4leo/FastRegex,2,2
kaleidoscope-1.0.1-SNAPSHOT,getlantern/kaleidoscope,,jackson-mapper-asl-1.9.11,jackson-mapper-asl-1.9.13,github.com/vinayaksh42/UncheckedException/tree/main/Match/jackson-mapper-asl-1.9.11#jackson-mapper-asl-1.9.13#kaleidoscope-1.0.1-SNAPSHOT.json,2025-08-15 07:15:12.736952,github.com/getlantern/kaleidoscope,0,5
